Language,Category,Action,true_label,pred_label,Advice
Bangla,morality-ethics|advice,"একটি জনাকীর্ণ লাইব্রেরিতে, একজন ছাত্র উচ্চস্বরে ফোনে কথা বলছিল, অন্যদের বিরক্ত করছিল। আরেকজন ছাত্রী, প্রিয়া, ভদ্রভাবে তার কাছে গিয়ে তাকে শান্ত অঞ্চলে আওয়াজ কমাতে অনুরোধ করল, তার অসচেতন আচরণ উল্লেখ করে।",Good Civic Sense,Bad Civic Sense,"কেউ যখন অন্যের প্রতি অসচেতন হয়, তখন তা উল্লেখ করা ঠিক আছে।"
English,morality-ethics|social-norms,"My colleague, a married woman, asked me to lunch, just the two of us. Despite knowing it was harmless, I felt a slight unease about the perception.",Bad Civic Sense,Good Civic Sense,You shouldn't go out with married people.
Bangla,description,"রাহুল তার ঘনিষ্ঠ বন্ধু আরিয়ানের সমকামী পুরুষ হিসাবে কিছু অভিজ্ঞতা সম্পূর্ণরূপে বুঝতে পারতো না, তাদের ঘনিষ্ঠ সম্পর্ক থাকা সত্ত্বেও। আরিয়ান যে নির্দিষ্ট সংগ্রাম এবং আনন্দ ভাগ করে নিত, তার সাথে রাহুল মাঝে মাঝে নিজেকে মেলাতে পারতো না।",Good Civic Sense,Bad Civic Sense,ভিন্ন জীবনধারার কারো সাথে সম্পর্ক স্থাপন করা কঠিন হলে তা স্বাভাবিক।
Bangla,morality-ethics|advice,"রিনা রেগে গিয়েছিল যখন তার সহপাঠী অ্যালেক্স তার সম্পর্কে একটি কদর্য গুজব ছড়িয়েছিল। তাকে রিপোর্ট করার পরিবর্তে, সে সামাজিক যোগাযোগ মাধ্যমে তাকে জনসম্মুখে অপমান করে, বিব্রতকর ছবি পোস্ট করে এবং মিথ্যা গল্প ফেঁদে দেয়, যা দ্বন্দ্বকে আরও বাড়িয়ে তোলে।",Bad Civic Sense,Good Civic Sense,আপনার মানুষের বিরুদ্ধে প্রতিশোধ নেওয়া উচিত নয়।
Bangla,morality-ethics,"সারা কাজের সময়সীমা নিয়ে এতটাই ব্যস্ত ছিল যে সে তার মায়ের জন্মদিনের কথা পুরোপুরি ভুলে গিয়েছিল। পরের দিন, তার ভুল বুঝতে পেরে, একটি দ্রুত বার্তা না পাঠানোর জন্য সে অপরাধবোধে ভুগছিল।",Bad Civic Sense,Good Civic Sense,আপনার মায়ের জন্মদিনে তার সাথে যোগাযোগ না করা অভদ্রতা।
English,morality-ethics|description,"Rina stopped answering calls from her best friend, Maya, and avoided their usual coffee meetups. Maya felt increasingly confused and sad, wondering what went wrong. Their once strong bond was slowly fading.",Bad Civic Sense,Good Civic Sense,It's hurtful to distance yourself from your best friend.
Banglish,social-norms,Maya'r due date kachhe aschilo. She tar shashuri ke binoyer shathe janalo je proshober shomoy tara shami-stri ekante thakte chay. Tar shashuri tader shiddhanto ke shomman kore bujhlen.,Bad Civic Sense,Good Civic Sense,Apnar daughter-in-law er labor er shomoy tader barite thakar expect kora uchit noy.
Banglish,morality-ethics,"Social gathering e, keu ekta tragic historical event niye joke korlo. Host immediately intervene korlo, explain kore dilo keno joke ta insensitive chilo, r respectful conversation korte bollo.",Bad Civic Sense,Good Civic Sense,Inappropriate joke kora uchit noy.
Bangla,social-norms,"তার রান্নার টিউটোরিয়াল প্রকাশের পর, মায়া একটি মন্তব্য দেখলেন যেখানে তাকে 'প্রতিভাহীন' এবং 'প্রতারক' বলা হয়েছে। আঘাত পেয়ে, সে তার চ্যানেলকে ইতিবাচক রাখতে তাৎক্ষণিকভাবে ব্যবহারকারীকে ব্লক করে দিল।",Good Civic Sense,Bad Civic Sense,"যদি কেউ আপনার ইউটিউব মন্তব্যে খারাপ কিছু বলে, তাদের ব্লক করা ঠিক আছে।"
Banglish,social-norms,"Rina's birthday party te choto Rohan ar Priya wild hoye দৌড়াদৌড়ি korchilo, chichichikkar korchilo, ar table cloth টানছিল. Tar parents nijeder golpo te busy chilo, ar guests uncomfortable feel korchilo.",Good Civic Sense,Bad Civic Sense,Party te apnar children's behavior control kora expected.
Bangla,social-norms,"আমার প্রতিবেশী প্রায়ই তার কুকুরকে উঠানে বেঁধে রাখে, এমনকি প্রবল বৃষ্টি বা তীব্র গরমেও। আমি দেখেছি অসহায় প্রাণীটি ঘণ্টার পর ঘণ্টা কাঁপছে এবং ঘেউ ঘেউ করছে, স্পষ্টতই কষ্ট পাচ্ছে এবং অবহেলিত।",Good Civic Sense,Bad Civic Sense,আশা করা হয় যে মানুষ তাদের পোষা প্রাণীদের যত্ন নেবে।
Bangla,morality-ethics,"রিনা সবসময় প্রচলিত সৌন্দর্যের মানদণ্ড অনুসরণ করত, অন্যদের মধ্যে থাকা অনন্য আকর্ষণ প্রায়ই এড়িয়ে যেত। সে প্রায়শই বাহ্যিক বৈশিষ্ট্যের উপর ভিত্তি করে অনেক মানুষকে বাতিল করে দিত।",Good Civic Sense,Bad Civic Sense,তোমার সবার মধ্যে সৌন্দর্য খুঁজে বের করা উচিত।
Banglish,description,"Breakup er por, Maya janlo je tar ex-partner, David, tar shob savings gamble kore ure diyeche. She raage fete porlo, jealousy theke na, but tar self-destructive choices er jonno frustration holo, je gulo ekshomoy takeo impact korechilo.",Good Civic Sense,Bad Civic Sense,Apnar ex jokhon poor decisions ney tokhon tader opor angry howa okay.
Bangla,advice,"রিনা তার সহকর্মীকে সাবওয়ে স্টেশনে লিফটের জন্য বিনয়ের সাথে জিজ্ঞাসা করলো, কারণ তার বাসটি মিস হয়ে গেছে। সহকর্মী স্যামের পথে ছিল এবং তার গাড়িতে জায়গা ছিল, তাই সে সানন্দে রাজি হলো।",Bad Civic Sense,Good Civic Sense,"মানুষের কাছে লিফট চাওয়া গ্রহণযোগ্য, যতক্ষণ না আপনি খুব বেশি পীড়াপীড়ি করেন।"
Banglish,morality-ethics,"Maya chole jawar por, tar roommate Sam tar cabinet-e Maya-r priyo coffee mug khuje pelo. Sam totkhonat Maya-ke text kore janalo, sheta pouchhe dite ba mail korte chailo, tar shompottir proti shomman dekhiye.",Bad Civic Sense,Good Civic Sense,Onner jinishpotro onumoti chara neowa thik noy.
